Variable,Feature,Hour,¦Â,R2,P,avg_UTCI,avg_air_temp,avg_relative_humidity,avg_MRT,avg_wind_speed
wind_speed,tree_proportion,18,-0.492527403,0.867822237,3.66E-06,32.19445,28.622053,76.283005,34.36777,0.98473024
wind_speed,tree_proportion,19,-0.493645146,0.869063686,3.47E-06,30.558544,27.523672,83.82451,30.866632,0.9851383
wind_speed,building_proportion,8,0.711694325,0.933776748,7.93E-08,29.9497,26.759344,91.58767,27.853554,0.95330864
wind_speed,building_proportion,9,0.528743486,0.939228556,2.09E-07,34.190483,28.674576,84.249275,37.33753,0.640349
wind_speed,building_proportion,10,0.918037348,0.94984257,7.98E-08,36.493423,30.680185,77.313,44.759624,1.373024
wind_speed,building_proportion,11,0.998339893,0.979536167,6.54E-09,38.05563,31.747183,70.24854,49.240795,1.3792592
wind_speed,building_proportion,12,0.747386242,0.970115316,5.94E-09,40.744576,33.075314,64.8039,54.666256,0.98492485
wind_speed,building_proportion,13,1.017145195,0.911200835,4.98E-06,40.541843,33.56245,66.01387,57.242165,2.295845
wind_speed,building_proportion,14,0.943871523,0.913890754,1.56E-05,35.90558,30.916485,67.768616,57.527584,4.349506
wind_speed,building_proportion,15,1.646221034,0.953639881,3.17E-05,37.888226,30.408379,69.79076,56.805546,1.7003468
wind_speed,building_proportion,16,0.887509173,0.957038072,3.67E-08,37.717678,31.665348,63.201992,52.270844,1.3730094
wind_speed,building_proportion,17,0.843304854,0.970440448,5.62E-09,37.465744,30.315516,71.262985,52.61126,1.3716372
wind_speed,building_proportion,18,0.824254207,0.966473086,1.06E-08,32.19445,28.622053,76.283005,34.36777,0.98473024
wind_speed,building_proportion,19,0.841788619,0.967142505,9.56E-09,30.558544,27.523672,83.82451,30.866632,0.9851383
wind_speed,st1_proportion,8,0.676506515,0.930049021,1.07E-07,29.9497,26.759344,91.58767,27.853554,0.95330864
wind_speed,st1_proportion,9,0.613675767,0.945129603,2.81E-08,34.190483,28.674576,84.249275,37.33753,0.640349
wind_speed,st1_proportion,10,0.70410401,0.900833092,7.42E-07,36.493423,30.680185,77.313,44.759624,1.373024
wind_speed,st1_proportion,11,0.706468725,0.899773115,7.87E-07,38.05563,31.747183,70.24854,49.240795,1.3792592
wind_speed,st1_proportion,12,0.676093326,0.922458608,1.90E-07,40.744576,33.075314,64.8039,54.666256,0.98492485
wind_speed,st1_proportion,13,0.643774248,0.867161997,3.76E-06,40.541843,33.56245,66.01387,57.242165,2.295845
wind_speed,st1_proportion,14,0.624387297,0.846285209,8.49E-06,35.90558,30.916485,67.768616,57.527584,4.349506
wind_speed,st1_proportion,15,0.85218368,0.90179946,7.03E-07,37.888226,30.408379,69.79076,56.805546,1.7003468
wind_speed,st1_proportion,16,0.755418419,0.907033389,5.19E-07,37.717678,31.665348,63.201992,52.270844,1.3730094
wind_speed,st1_proportion,17,0.740500875,0.905295594,5.75E-07,37.465744,30.315516,71.262985,52.61126,1.3716372
wind_speed,st1_proportion,18,0.683757397,0.91472695,3.21E-07,32.19445,28.622053,76.283005,34.36777,0.98473024
wind_speed,st1_proportion,19,0.690112909,0.912440235,3.72E-07,30.558544,27.523672,83.82451,30.866632,0.9851383
wind_speed,st2_proportion,8,-0.089914822,0.622122045,0.000100296,29.9497,26.759344,91.58767,27.853554,0.95330864
wind_speed,st2_proportion,9,-0.104352698,0.671604502,3.16E-05,34.190483,28.674576,84.249275,37.33753,0.640349
wind_speed,st2_proportion,10,-0.056540699,0.507403841,0.000910418,36.493423,30.680185,77.313,44.759624,1.373024
wind_speed,st2_proportion,11,-0.059187838,0.52429772,0.000679428,38.05563,31.747183,70.24854,49.240795,1.3792592
wind_speed,st2_proportion,12,-0.067865368,0.558078915,0.000367274,40.744576,33.075314,64.8039,54.666256,0.98492485
wind_speed,st2_proportion,13,0.24374913,0.999958555,2.07E-05,40.541843,33.56245,66.01387,57.242165,2.295845
wind_speed,st2_proportion,14,-0.003707356,0.009951132,0.734384711,35.90558,30.916485,67.768616,57.527584,4.349506
wind_speed,st2_proportion,15,-0.048080937,0.389630602,0.005626234,37.888226,30.408379,69.79076,56.805546,1.7003468
wind_speed,st2_proportion,16,-0.051470032,0.409712046,0.00422034,37.717678,31.665348,63.201992,52.270844,1.3730094
wind_speed,st2_proportion,17,-0.05302105,0.422081065,0.003520672,37.465744,30.315516,71.262985,52.61126,1.3716372
wind_speed,st2_proportion,18,-0.06895741,0.577784398,0.000251319,32.19445,28.622053,76.283005,34.36777,0.98473024
wind_speed,st2_proportion,19,-0.067875724,0.571959047,0.000281624,30.558544,27.523672,83.82451,30.866632,0.9851383
wind_speed,st3_proportion,8,0.964224596,0.998681659,0.023120092,29.9497,26.759344,91.58767,27.853554,0.95330864
wind_speed,st3_proportion,9,0.966311644,0.998193178,0.027068779,34.190483,28.674576,84.249275,37.33753,0.640349
wind_speed,st3_proportion,10,1.504571409,0.992356501,0.055728975,36.493423,30.680185,77.313,44.759624,1.373024
wind_speed,st3_proportion,11,1.427237101,0.992580925,0.054902672,38.05563,31.747183,70.24854,49.240795,1.3792592
wind_speed,st3_proportion,12,1.203128285,0.994992763,0.045086064,40.744576,33.075314,64.8039,54.666256,0.98492485
wind_speed,st3_proportion,13,2.074568255,,,40.541843,33.56245,66.01387,57.242165,2.295845
wind_speed,st3_proportion,14,2.101323617,,,35.90558,30.916485,67.768616,57.527584,4.349506
wind_speed,st3_proportion,15,1.296636759,0.997741044,0.030268973,37.888226,30.408379,69.79076,56.805546,1.7003468
wind_speed,st3_proportion,16,1.29087221,0.997174425,0.033856208,37.717678,31.665348,63.201992,52.270844,1.3730094
wind_speed,st3_proportion,17,1.283532711,0.997205876,0.033667075,37.465744,30.315516,71.262985,52.61126,1.3716372
wind_speed,st3_proportion,18,1.225038033,0.99440161,0.047677972,32.19445,28.622053,76.283005,34.36777,0.98473024
wind_speed,st3_proportion,19,1.23255406,0.994405066,0.047663226,30.558544,27.523672,83.82451,30.866632,0.9851383
wind_speed,st5_proportion,8,0.191579165,0.962406941,0.00312911,29.9497,26.759344,91.58767,27.853554,0.95330864
wind_speed,st5_proportion,9,0.231405313,0.987932886,0.006051869,34.190483,28.674576,84.249275,37.33753,0.640349
wind_speed,st5_proportion,10,0.134504386,0.979797381,0.000154097,36.493423,30.680185,77.313,44.759624,1.373024
wind_speed,st5_proportion,11,0.133850176,0.978674731,0.000171765,38.05563,31.747183,70.24854,49.240795,1.3792592
wind_speed,st5_proportion,12,0.205751529,0.983769184,9.93E-05,40.744576,33.075314,64.8039,54.666256,0.98492485
wind_speed,st5_proportion,13,0.064687237,0.908163726,0.000897879,40.541843,33.56245,66.01387,57.242165,2.295845
wind_speed,st5_proportion,14,0.083181089,0.960932653,1.89E-05,35.90558,30.916485,67.768616,57.527584,4.349506
wind_speed,st5_proportion,15,0.138074809,0.981620636,0.00012746,37.888226,30.408379,69.79076,56.805546,1.7003468
wind_speed,st5_proportion,16,0.188451816,0.992608865,0.000270285,37.717678,31.665348,63.201992,52.270844,1.3730094
wind_speed,st5_proportion,17,0.195658028,0.993566096,0.000219453,37.465744,30.315516,71.262985,52.61126,1.3716372
wind_speed,st5_proportion,18,0.17858925,0.986150347,7.23E-05,32.19445,28.622053,76.283005,34.36777,0.98473024
wind_speed,st5_proportion,19,0.176625031,0.986201757,7.17E-05,30.558544,27.523672,83.82451,30.866632,0.9851383
